region,community,cases,date
UNINCORPORATED,AZUSA,0,2020-03-29
NA,AZUSA,3,2020-03-30
UNINCORPORATED,AZUSA,0,2020-03-30
NA,AZUSA,5,2020-03-31
UNINCORPORATED,AZUSA,0,2020-03-31
NA,AZUSA,7,2020-04-01
UNINCORPORATED,AZUSA,0,2020-04-01
NA,AZUSA,8,2020-04-02
UNINCORPORATED,AZUSA,NA,2020-04-02
NA,AZUSA,8,2020-04-03
UNINCORPORATED,AZUSA,NA,2020-04-03
NA,AZUSA,8,2020-04-04
UNINCORPORATED,AZUSA,NA,2020-04-04
NA,AZUSA,13,2020-04-05
UNINCORPORATED,AZUSA,NA,2020-04-05
NA,AZUSA,13,2020-04-06
UNINCORPORATED,AZUSA,NA,2020-04-06
NA,AZUSA,14,2020-04-07
UNINCORPORATED,AZUSA,NA,2020-04-07
NA,BALDWIN HILLS,1,2020-03-17
LOS ANGELES,BALDWIN HILLS,1,2020-03-18
NA,BALDWIN HILLS,1,2020-03-19
NA,BALDWIN HILLS,1,2020-03-20
NA,BALDWIN HILLS,2,2020-03-21
NA,BALDWIN HILLS,3,2020-03-22
NA,BALDWIN HILLS,3,2020-03-23
NA,BALDWIN HILLS,3,2020-03-24
NA,BALDWIN HILLS,3,2020-03-25
NA,BALDWIN HILLS,4,2020-03-26
LOS ANGELES,BALDWIN HILLS,5,2020-03-27
LOS ANGELES,BALDWIN HILLS,7,2020-03-28
LOS ANGELES,BALDWIN HILLS,9,2020-03-29
LOS ANGELES,BALDWIN HILLS,9,2020-03-30
LOS ANGELES,BALDWIN HILLS,11,2020-03-31
LOS ANGELES,BALDWIN HILLS,13,2020-04-01
LOS ANGELES,BALDWIN HILLS,13,2020-04-02
LOS ANGELES,BALDWIN HILLS,14,2020-04-03
LOS ANGELES,BALDWIN HILLS,18,2020-04-04
LOS ANGELES,BALDWIN HILLS,20,2020-04-05
LOS ANGELES,BALDWIN HILLS,21,2020-04-06
LOS ANGELES,BALDWIN HILLS,24,2020-04-07
NA,BALDWIN PARK,0,2020-03-27
NA,BALDWIN PARK,0,2020-03-28
NA,BALDWIN PARK,0,2020-03-29
NA,BALDWIN PARK,0,2020-03-30
NA,BALDWIN PARK,2,2020-03-31
NA,BALDWIN PARK,3,2020-04-01
NA,BALDWIN PARK,5,2020-04-02
NA,BALDWIN PARK,7,2020-04-03
NA,BALDWIN PARK,9,2020-04-04
NA,BALDWIN PARK,10,2020-04-05
NA,BALDWIN PARK,11,2020-04-06
NA,BALDWIN PARK,11,2020-04-07
UNINCORPORATED,BANDINI ISLANDS,0,2020-03-28
UNINCORPORATED,BANDINI ISLANDS,0,2020-03-29
UNINCORPORATED,BANDINI ISLANDS,0,2020-03-30
UNINCORPORATED,BANDINI ISLANDS,0,2020-03-31
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-01
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-02
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-03
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-04
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-05
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-06
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-07
UNINCORPORATED,BASSETT,0,2020-03-27
UNINCORPORATED,BASSETT,0,2020-03-28
UNINCORPORATED,BASSETT,0,2020-03-29
UNINCORPORATED,BASSETT,0,2020-03-30
UNINCORPORATED,BASSETT,0,2020-03-31
UNINCORPORATED,BASSETT,0,2020-04-01
UNINCORPORATED,BASSETT,0,2020-04-02
UNINCORPORATED,BASSETT,0,2020-04-03
UNINCORPORATED,BASSETT,0,2020-04-04
UNINCORPORATED,BASSETT,NA,2020-04-05
UNINCORPORATED,BASSETT,NA,2020-04-06
UNINCORPORATED,BASSETT,NA,2020-04-07
LOS ANGELES,BEL AIR,6,2020-03-27
LOS ANGELES,BEL AIR,8,2020-03-28
LOS ANGELES,BEL AIR,9,2020-03-29
LOS ANGELES,BEL AIR,9,2020-03-30
LOS ANGELES,BEL AIR,11,2020-03-31
LOS ANGELES,BEL AIR,12,2020-04-01
LOS ANGELES,BEL AIR,12,2020-04-02
LOS ANGELES,BEL AIR,13,2020-04-03
LOS ANGELES,BEL AIR,15,2020-04-04
LOS ANGELES,BEL AIR,18,2020-04-05
LOS ANGELES,BEL AIR,18,2020-04-06
LOS ANGELES,BEL AIR,20,2020-04-07
NA,BELL,2,2020-03-26
NA,BELL,4,2020-03-27
NA,BELL,5,2020-03-28
NA,BELL,6,2020-03-29
NA,BELL,11,2020-03-30
NA,BELL,12,2020-03-31
NA,BELL,12,2020-04-01
NA,BELL,14,2020-04-02
NA,BELL,14,2020-04-03
NA,BELL,16,2020-04-04
NA,BELL,20,2020-04-05
NA,BELL,22,2020-04-06
NA,BELL,24,2020-04-07
NA,BELL GARDENS,3,2020-03-25
NA,BELL GARDENS,3,2020-03-26
NA,BELL GARDENS,1,2020-03-27
NA,BELL GARDENS,1,2020-03-28
NA,BELL GARDENS,1,2020-03-29
NA,BELL GARDENS,2,2020-03-30
NA,BELL GARDENS,4,2020-03-31
NA,BELL GARDENS,5,2020-04-01
NA,BELL GARDENS,5,2020-04-02
NA,BELL GARDENS,8,2020-04-03
NA,BELL GARDENS,10,2020-04-04
NA,BELL GARDENS,12,2020-04-05
NA,BELL GARDENS,11,2020-04-06
NA,BELL GARDENS,12,2020-04-07
NA,BELLFLOWER,1,2020-03-22
NA,BELLFLOWER,3,2020-03-23
NA,BELLFLOWER,3,2020-03-24
NA,BELLFLOWER,7,2020-03-25
NA,BELLFLOWER,8,2020-03-26
NA,BELLFLOWER,10,2020-03-27
NA,BELLFLOWER,12,2020-03-28
NA,BELLFLOWER,14,2020-03-29
NA,BELLFLOWER,17,2020-03-30
NA,BELLFLOWER,20,2020-03-31
NA,BELLFLOWER,23,2020-04-01
NA,BELLFLOWER,24,2020-04-02
NA,BELLFLOWER,26,2020-04-03
NA,BELLFLOWER,30,2020-04-04
NA,BELLFLOWER,32,2020-04-05
NA,BELLFLOWER,37,2020-04-06
NA,BELLFLOWER,39,2020-04-07
LOS ANGELES,BEVERLY CREST,14,2020-03-27
LOS ANGELES,BEVERLY CREST,17,2020-03-28
LOS ANGELES,BEVERLY CREST,18,2020-03-29
LOS ANGELES,BEVERLY CREST,19,2020-03-30
LOS ANGELES,BEVERLY CREST,20,2020-03-31
LOS ANGELES,BEVERLY CREST,22,2020-04-01
LOS ANGELES,BEVERLY CREST,23,2020-04-02
LOS ANGELES,BEVERLY CREST,23,2020-04-03
LOS ANGELES,BEVERLY CREST,24,2020-04-04
LOS ANGELES,BEVERLY CREST,25,2020-04-05
LOS ANGELES,BEVERLY CREST,25,2020-04-06
LOS ANGELES,BEVERLY CREST,26,2020-04-07
NA,BEVERLY HILLS,1,2020-03-16
NA,BEVERLY HILLS,1,2020-03-17
NA,BEVERLY HILLS,4,2020-03-18
NA,BEVERLY HILLS,4,2020-03-19
NA,BEVERLY HILLS,5,2020-03-20
NA,BEVERLY HILLS,7,2020-03-21
NA,BEVERLY HILLS,8,2020-03-22
NA,BEVERLY HILLS,12,2020-03-23
NA,BEVERLY HILLS,12,2020-03-24
NA,BEVERLY HILLS,13,2020-03-25
NA,BEVERLY HILLS,15,2020-03-26
NA,BEVERLY HILLS,21,2020-03-27
NA,BEVERLY HILLS,21,2020-03-28
NA,BEVERLY HILLS,24,2020-03-29
NA,BEVERLY HILLS,28,2020-03-30
NA,BEVERLY HILLS,35,2020-03-31
NA,BEVERLY HILLS,39,2020-04-01
NA,BEVERLY HILLS,45,2020-04-02
NA,BEVERLY HILLS,53,2020-04-03
NA,BEVERLY HILLS,60,2020-04-04
NA,BEVERLY HILLS,65,2020-04-05
NA,BEVERLY HILLS,65,2020-04-06
NA,BEVERLY HILLS,70,2020-04-07
NA,BEVERLYWOOD,2,2020-03-19
NA,BEVERLYWOOD,2,2020-03-20
NA,BEVERLYWOOD,5,2020-03-21
NA,BEVERLYWOOD,6,2020-03-22
NA,BEVERLYWOOD,7,2020-03-23
NA,BEVERLYWOOD,7,2020-03-24
NA,BEVERLYWOOD,8,2020-03-25
NA,BEVERLYWOOD,10,2020-03-26
LOS ANGELES,BEVERLYWOOD,8,2020-03-27
LOS ANGELES,BEVERLYWOOD,10,2020-03-28
LOS ANGELES,BEVERLYWOOD,11,2020-03-29
LOS ANGELES,BEVERLYWOOD,11,2020-03-30
LOS ANGELES,BEVERLYWOOD,13,2020-03-31
LOS ANGELES,BEVERLYWOOD,15,2020-04-01
LOS ANGELES,BEVERLYWOOD,15,2020-04-02
LOS ANGELES,BEVERLYWOOD,16,2020-04-03
LOS ANGELES,BEVERLYWOOD,16,2020-04-04
LOS ANGELES,BEVERLYWOOD,17,2020-04-05
LOS ANGELES,BEVERLYWOOD,17,2020-04-06
LOS ANGELES,BEVERLYWOOD,18,2020-04-07
UNINCORPORATED,BOUQUET CANYON,0,2020-03-27
UNINCORPORATED,BOUQUET CANYON,0,2020-03-28
UNINCORPORATED,BOUQUET CANYON,0,2020-03-29
UNINCORPORATED,BOUQUET CANYON,0,2020-03-30
UNINCORPORATED,BOUQUET CANYON,0,2020-03-31
UNINCORPORATED,BOUQUET CANYON,0,2020-04-01
UNINCORPORATED,BOUQUET CANYON,0,2020-04-02
UNINCORPORATED,BOUQUET CANYON,0,2020-04-03
UNINCORPORATED,BOUQUET CANYON,0,2020-04-04
UNINCORPORATED,BOUQUET CANYON,0,2020-04-05
UNINCORPORATED,BOUQUET CANYON,0,2020-04-06
UNINCORPORATED,BOUQUET CANYON,0,2020-04-07
NA,BOYLE HEIGHTS,5,2020-03-16
NA,BOYLE HEIGHTS,5,2020-03-17
LOS ANGELES,BOYLE HEIGHTS,5,2020-03-18
NA,BOYLE HEIGHTS,5,2020-03-19
NA,BOYLE HEIGHTS,5,2020-03-20
NA,BOYLE HEIGHTS,5,2020-03-21
NA,BOYLE HEIGHTS,5,2020-03-22
NA,BOYLE HEIGHTS,5,2020-03-23
NA,BOYLE HEIGHTS,5,2020-03-24
NA,BOYLE HEIGHTS,5,2020-03-25
NA,BOYLE HEIGHTS,7,2020-03-26
LOS ANGELES,BOYLE HEIGHTS,8,2020-03-27
LOS ANGELES,BOYLE HEIGHTS,8,2020-03-28
LOS ANGELES,BOYLE HEIGHTS,10,2020-03-29
LOS ANGELES,BOYLE HEIGHTS,11,2020-03-30
LOS ANGELES,BOYLE HEIGHTS,11,2020-03-31
LOS ANGELES,BOYLE HEIGHTS,15,2020-04-01
LOS ANGELES,BOYLE HEIGHTS,20,2020-04-02
LOS ANGELES,BOYLE HEIGHTS,28,2020-04-03
LOS ANGELES,BOYLE HEIGHTS,36,2020-04-04
LOS ANGELES,BOYLE HEIGHTS,37,2020-04-05
LOS ANGELES,BOYLE HEIGHTS,40,2020-04-06
LOS ANGELES,BOYLE HEIGHTS,42,2020-04-07
NA,BRADBURY,0,2020-03-27
UNINCORPORATED,BRADBURY,0,2020-03-27
NA,BRADBURY,0,2020-03-28
UNINCORPORATED,BRADBURY,0,2020-03-28
NA,BRADBURY,0,2020-03-29
UNINCORPORATED,BRADBURY,0,2020-03-29
NA,BRADBURY,0,2020-03-30
UNINCORPORATED,BRADBURY,0,2020-03-30
NA,BRADBURY,0,2020-03-31
UNINCORPORATED,BRADBURY,0,2020-03-31
NA,BRADBURY,0,2020-04-01
UNINCORPORATED,BRADBURY,0,2020-04-01
NA,BRADBURY,0,2020-04-02
UNINCORPORATED,BRADBURY,0,2020-04-02
NA,BRADBURY,0,2020-04-03
UNINCORPORATED,BRADBURY,0,2020-04-03
NA,BRADBURY,0,2020-04-04
UNINCORPORATED,BRADBURY,0,2020-04-04
NA,BRADBURY,0,2020-04-05
UNINCORPORATED,BRADBURY,0,2020-04-05
NA,BRADBURY,0,2020-04-06
UNINCORPORATED,BRADBURY,0,2020-04-06
NA,BRADBURY,0,2020-04-07
UNINCORPORATED,BRADBURY,0,2020-04-07
NA,BRENTWOOD,1,2020-03-17
LOS ANGELES,BRENTWOOD,2,2020-03-18
NA,BRENTWOOD,13,2020-03-19
NA,BRENTWOOD,16,2020-03-20
NA,BRENTWOOD,18,2020-03-21
NA,BRENTWOOD,23,2020-03-22
NA,BRENTWOOD,27,2020-03-23
NA,BRENTWOOD,31,2020-03-24
NA,BRENTWOOD,34,2020-03-25
NA,BRENTWOOD,42,2020-03-26
LOS ANGELES,BRENTWOOD,30,2020-03-27
LOS ANGELES,BRENTWOOD,31,2020-03-28
LOS ANGELES,BRENTWOOD,33,2020-03-29
LOS ANGELES,BRENTWOOD,34,2020-03-30
LOS ANGELES,BRENTWOOD,36,2020-03-31
LOS ANGELES,BRENTWOOD,39,2020-04-01
LOS ANGELES,BRENTWOOD,42,2020-04-02
LOS ANGELES,BRENTWOOD,44,2020-04-03
LOS ANGELES,BRENTWOOD,46,2020-04-04
LOS ANGELES,BRENTWOOD,49,2020-04-05
LOS ANGELES,BRENTWOOD,49,2020-04-06
LOS ANGELES,BRENTWOOD,49,2020-04-07
LOS ANGELES,BROOKSIDE,0,2020-03-27
